Area,Category,Primary Production,Emissions|CO2,Emissions|CH4,Emissions|N2O,Land Use,Species,Product Type,Conversion,Protein Production,Emissions|CO2|Replacement,Land Use|Replacement
Djibouti,cattle_meat,6469.0,5.904637337956229e-06,0.008264289721316131,0.0004068578230430333,0.0016304642165452508,Cattle,Meat,6.506833636193064,994.1855534798644,1.988371106959729e-06,7.953484427838916e-06
Dominica,cattle_meat,558.0,1.2226599539760236e-05,0.0004981595790081243,2.09738729357211e-05,0.00014063982575857937,Cattle,Meat,6.506833636193064,85.75599611095446,1.715119922219089e-07,6.860479688876356e-07
Dominican Republic,cattle_meat,64300.0,0.0014089074380046294,0.05740441026921575,0.002416881773775747,0.016206345513040597,Cattle,Meat,6.506833636193064,9881.918548269483,1.9763837096538964e-05,7.905534838615586e-05
Ecuador,cattle_meat,229441.0,0.005027389292118509,0.20483554115986205,0.008624133297929723,0.057828928784720804,Cattle,Meat,6.506833636193064,35261.54391342921,7.052308782685842e-05,0.0002820923513074337
Egypt,cattle_meat,381246.0,0.0008713825271565642,0.23873956656252127,0.024381468075232563,0.09609027062931066,Cattle,Meat,6.506833636193064,58591.6317084533,0.00011718326341690659,0.00046873305366762637
El Salvador,cattle_meat,15339.0,0.000336100018531151,0.013694031868110426,0.0005765559802168924,0.0038660829521699803,Cattle,Meat,6.506833636193064,2357.3677855661836,4.714735571132368e-06,1.885894228452947e-05
Equatorial Guinea,cattle_meat,47.0,4.2899668400671314e-08,6.0043533297551106e-05,2.9559928401642545e-06,1.1846006829127653e-05,Cattle,Meat,6.506833636193064,7.223175299668206,1.4446350599336413e-08,5.778540239734565e-08
Eritrea,cattle_meat,22556.0,2.0588189796713665e-05,0.028815785894884316,0.0014186249894201047,0.005685075107187305,Cattle,Meat,6.506833636193064,3466.509405517363,6.933018811034726e-06,2.7732075244138904e-05
Estonia,cattle_meat,9250.0,3.753865045580053e-05,0.0027119317363434496,0.0001751148669428953,0.0023313949610517188,Cattle,Meat,6.506833636193064,1421.5823728070407,2.843164745614081e-06,1.1372658982456325e-05
Eswatini,cattle_meat,16580.0,1.5133542597513412e-05,0.021181314512199945,0.0010427736444664543,0.004178867940998649,Cattle,Meat,6.506833636193064,2548.090350393593,5.096180700787185e-06,2.038472280314874e-05
Ethiopia,cattle_meat,391684.0,0.0003575130578265648,0.5003849211940001,0.024634363821423314,0.09872109231617097,Cattle,Meat,6.506833636193064,60195.79136330302,0.00012039158272660604,0.0004815663309064242
Faroe Islands,cattle_meat,94.0,3.8147385328056753e-07,2.7559090077436136e-05,1.779545674879152e-06,2.3692013658255306e-05,Cattle,Meat,6.506833636193064,14.446350599336412,2.8892701198672825e-08,1.155708047946913e-07
Fiji,cattle_meat,2794.0,9.321797973857357e-06,0.0013860724853677051,9.4029520693432e-05,0.0007042072995868652,Cattle,Meat,6.506833636193064,429.3947188781483,8.587894377562966e-07,3.4351577510251864e-06
Finland,cattle_meat,87760.0,0.00035615048259470856,0.025729635587189312,0.0016614141322063233,0.02211926721966474,Cattle,Meat,6.506833636193064,13487.358814869825,2.697471762973965e-05,0.0001078988705189586
France,cattle_meat,1428460.0,0.005797022770820846,0.41879848736185554,0.027042657603594405,0.36003291308799334,Cattle,Meat,6.506833636193064,219532.2763524265,0.000439064552704853,0.001756258210819412
French Polynesia,cattle_meat,139.0,4.6375444465503676e-07,6.89563620136403e-05,4.677918173366875e-06,3.5033935090398804e-05,Cattle,Meat,6.506833636193064,21.36215673731661,4.272431347463322e-08,1.7089725389853288e-07
Gabon,cattle_meat,1052.0,9.60222365053324e-07,0.0013439531282771013,6.616392484793184e-05,0.00026514891881366577,Cattle,Meat,6.506833636193064,161.67617904789262,3.2335235809578526e-07,1.293409432383141e-06
Gambia,cattle_meat,3970.0,3.6236528415035133e-06,0.005071762280665487,0.000249687054796853,0.0010006095130135485,Cattle,Meat,6.506833636193064,610.1277859506974,1.220255571901395e-06,4.88102228760558e-06
Georgia,cattle_meat,22100.0,5.051214661966308e-05,0.013839212532149113,0.0014133405844589577,0.005570143636674917,Cattle,Meat,6.506833636193064,3396.429236652497,6.792858473304993e-06,2.7171433893219972e-05
Germany,cattle_meat,1107000.0,0.004492463357250939,0.3245522629332107,0.02095699002224704,0.27901126723073005,Cattle,Meat,6.506833636193064,170128.83099431286,0.0003402576619886257,0.0013610306479545028
Ghana,cattle_meat,28949.0,2.64234574581071e-05,0.03698298394533632,0.0018207029091471278,0.007296384078647158,Cattle,Meat,6.506833636193064,4449.014930853084,8.898029861706168e-06,3.559211944682467e-05
Greece,cattle_meat,33460.0,0.0001357884588379552,0.009809863340329928,0.000633442534909111,0.00843334869154492,Cattle,Meat,6.506833636193064,5142.286075040387,1.0284572150080774e-05,4.1138288600323095e-05
Grenada,cattle_meat,139.0,3.0456941505854354e-06,0.00012409351520094848,5.22467444097712e-06,3.5033935090398804e-05,Cattle,Meat,6.506833636193064,21.36215673731661,4.272431347463322e-08,1.7089725389853288e-07
Guatemala,cattle_meat,179904.0,0.003941960866668505,0.16061093351590963,0.0067621570548888335,0.04534348962951875,Cattle,Meat,6.506833636193064,27648.470832159768,5.529694166431954e-05,0.00022118776665727816
Guinea,cattle_meat,99607.0,9.091717596565251e-05,0.12725013236530155,0.006264629336813635,0.025105217068700385,Cattle,Meat,6.506833636193064,15308.060044128746,3.0616120088257494e-05,0.00012246448035302997
Guinea-Bissau,cattle_meat,7250.0,6.617502040529086e-06,0.009262034391643522,0.00045597761896150747,0.0018273095640675635,Cattle,Meat,6.506833636193064,1114.213211119032,2.228426422238064e-06,8.913705688952257e-06
Guyana,cattle_meat,2828.0,6.19656335097526e-05,0.0025247227409228947,0.00010629769294304529,0.0007127767513355958,Cattle,Meat,6.506833636193064,434.6199946268444,8.692399892536889e-07,3.4769599570147556e-06
Haiti,cattle_meat,47732.0,0.001045878224429813,0.04261317746454442,0.0017941306504799994,0.012030502084423854,Cattle,Meat,6.506833636193064,7335.672412846017,1.4671344825692035e-05,5.868537930276814e-05
Honduras,cattle_meat,65188.0,0.0014283648222184414,0.058197180351938355,0.0024502595500605503,0.016430159429301563,Cattle,Meat,6.506833636193064,10018.390456058958,2.003678091211792e-05,8.014712364847167e-05
Hungary,cattle_meat,30820.0,0.00014140910698097673,0.007318732360932266,0.0003466534245640306,0.0077679559675258355,Cattle,Meat,6.506833636193064,4736.558781612215,9.473117563224432e-06,3.789247025289773e-05
Iceland,cattle_meat,4826.0,1.9585029956723608e-05,0.0014148954118479446,9.136263220177435e-05,0.001216358062922767,Cattle,Meat,6.506833636193064,741.6817871531653,1.4833635743063304e-06,5.9334542972253215e-06
India,cattle_meat,904883.0,0.009553580661329318,1.4527572154417892,0.04910212883342266,0.22806915313960677,Cattle,Meat,6.506833636193064,139066.56456786522,0.00027813312913573044,0.0011125325165429218
Indonesia,cattle_meat,490421.0,0.0036390899846427114,0.4587744638078489,0.01938908942719724,0.12360703223718325,Cattle,Meat,6.506833636193064,75370.14582209747,0.00015074029164419497,0.0006029611665767799
Iran (Islamic Republic of),cattle_meat,364837.0,0.0038518788702378145,0.5857327236892902,0.0197973366470576,0.09195450198975416,Cattle,Meat,6.506833636193064,56069.82142138403,0.00011213964284276808,0.0004485585713710723
Iraq,cattle_meat,17091.0,3.906348859170415e-05,0.010702533094432604,0.0010930047026691421,0.0043076617599281004,Cattle,Meat,6.506833636193064,2626.623171204879,5.253246342409758e-06,2.101298536963903e-05
Ireland,cattle_meat,619800.0,0.002515292492162721,0.18171408542547787,0.011733642652022324,0.15621606452538978,Cattle,Meat,6.506833636193064,95253.70320711393,0.00019050740641422784,0.0007620296256569114
Israel,cattle_meat,138476.0,0.0003165031681133242,0.08671487758379551,0.008855825826856949,0.03490186471638895,Cattle,Meat,6.506833636193064,21281.626016954353,4.25632520339087e-05,0.0001702530081356348
Italy,cattle_meat,779820.0,0.0031646908538856613,0.22862903855517283,0.014763035193449582,0.19654793713809204,Cattle,Meat,6.506833636193064,119846.3098337715,0.00023969261966754304,0.0009587704786701721
Jamaica,cattle_meat,7118.0,0.00015596583427242538,0.0063546592892111614,0.0002675484364811161,0.0017940399278666092,Cattle,Meat,6.506833636193064,1093.9268464476233,2.1878536928952465e-06,8.751414771580986e-06
Japan,cattle_meat,470907.0,0.0034942894929012934,0.44051968905973177,0.018617591691410387,0.11868867101880884,Cattle,Meat,6.506833636193064,72371.14491150758,0.00014474228982301515,0.0005789691592920606
Jordan,cattle_meat,25000.0,5.714043735256004e-05,0.01565521779654877,0.0015988015661300423,0.006301067462301943,Cattle,Meat,6.506833636193064,3842.11452110011,7.68422904220022e-06,3.073691616880088e-05
Kazakhstan,cattle_meat,501249.0,0.0011456634833013348,0.313886490612091,0.032055907448844706,0.12633615057645547,Cattle,Meat,6.506833636193064,77034.24246347636,0.00015406848492695272,0.0006162739397078109
Kenya,cattle_meat,462125.0,0.0004218087076523454,0.5903748473432087,0.029064642367253323,0.11647523204065141,Cattle,Meat,6.506833636193064,71021.48692253554,0.00014204297384507106,0.0005681718953802843
Kuwait,cattle_meat,1592.0,3.6387030506110236e-06,0.0009969242692842257,0.0001018116837311611,0.00040125197599938774,Cattle,Meat,6.506833636193064,244.665852703655,4.8933170540731e-07,1.95732682162924e-06
Kyrgyzstan,cattle_meat,102336.0,0.00023390095187646339,0.0640836947371046,0.0065445982828593605,0.025793041592885264,Cattle,Meat,6.506833636193064,15727.465265252034,3.145493053050407e-05,0.00012581972212201629
Lao People's Democratic Republic,cattle_meat,35533.0,0.0002636668993055139,0.03324007948779578,0.0014048185428776493,0.008955833205518998,Cattle,Meat,6.506833636193064,5460.874211130008,1.0921748422260016e-05,4.3686993689040064e-05
Latvia,cattle_meat,14780.0,5.9980676079646685e-05,0.004333227141962831,0.0002798051603692965,0.0037251910837129087,Cattle,Meat,6.506833636193064,2271.458104874385,4.54291620974877e-06,1.817166483899508e-05
Lebanon,cattle_meat,47324.0,0.00010816456229090206,0.02963470108015496,0.003026467412621525,0.011927668663439086,Cattle,Meat,6.506833636193064,7272.969103861664,1.4545938207723327e-05,5.818375283089331e-05
Lesotho,cattle_meat,9249.0,8.442107085910829e-06,0.011815800839767026,0.0005817016548655147,0.002331142918353227,Cattle,Meat,6.506833636193064,1421.4286882261965,2.842857376452393e-06,1.1371429505809572e-05
Liberia,cattle_meat,1204.0,1.0989617181788993e-06,0.0015381364700053518,7.572373147995241e-05,0.0003034594089844616,Cattle,Meat,6.506833636193064,185.03623533618128,3.7007247067236257e-07,1.4802898826894503e-06
Libya,cattle_meat,6334.0,5.7814148861670665e-06,0.008091824253333803,0.0003983672053106466,0.0015964384522488204,Cattle,Meat,6.506833636193064,973.4381350659238,1.9468762701318475e-06,7.78750508052739e-06
Lithuania,cattle_meat,42460.0,0.00017231255117332867,0.012448499624339771,0.0008038245676103064,0.01070173297797362,Cattle,Meat,6.506833636193064,6525.447302636427,1.3050894605272854e-05,5.2203578421091414e-05
Luxembourg,cattle_meat,10250.0,4.1596882937508696e-05,0.0030051135456778764,0.0001940462039096948,0.002583437659543797,Cattle,Meat,6.506833636193064,1575.266953651045,3.15053390730209e-06,1.260213562920836e-05
Madagascar,cattle_meat,161902.0,0.00014777749177458485,0.20683336442425787,0.010182577719324959,0.04080621697126437,Cattle,Meat,6.506833636193064,24881.841007806,4.9763682015612e-05,0.000199054728062448
Malawi,cattle_meat,52045.0,4.750453706197742e-05,0.06648863171214996,0.003273290369496779,0.013117562243020185,Cattle,Meat,6.506833636193064,7998.514010026209,1.5997028020052417e-05,6.398811208020967e-05
Malaysia,cattle_meat,38943.0,0.0002889702546831011,0.03643003448887601,0.001539634945410866,0.009815298807376983,Cattle,Meat,6.506833636193064,5984.938631808063,1.1969877263616126e-05,4.78795090544645e-05
Mali,cattle_meat,187914.0,0.00017152017633710107,0.24006426629948976,0.011818562522694163,0.04736235164444029,Cattle,Meat,6.506833636193064,28879.48432472024,5.775896864944048e-05,0.00023103587459776193
Malta,cattle_meat,1030.0,4.17997945615941e-06,0.0003019772636144598,1.9499277075803474e-05,0.00025960397944684005,Cattle,Meat,6.506833636193064,158.29511826932452,3.16590236538649e-07,1.266360946154596e-06
Mauritania,cattle_meat,27438.0,2.504427875697063e-05,0.0350526482259193,0.001725670884009081,0.006915547561225629,Cattle,Meat,6.506833636193064,4216.797529197793,8.433595058395584e-06,3.373438023358234e-05
Mauritius,cattle_meat,1781.0,1.6256236047148001e-06,0.0022752666553816706,0.00011201326060281994,0.0004488880460143904,Cattle,Meat,6.506833636193064,273.7122384831718,5.474244769663436e-07,2.1896979078653743e-06
Mexico,cattle_meat,2027634.0,0.044428438944806824,1.8101887093594247,0.0762138671615554,0.5110503449142855,Cattle,Meat,6.506833636193064,311616.081395052,0.000623232162790104,0.002492928651160416
Micronesia (Federated States of),cattle_meat,241.0,8.040634615961428e-07,0.00011955743341933319,8.11063510634113e-06,6.074229033659073e-05,Cattle,Meat,6.506833636193064,37.037983983405056,7.407596796681011e-08,2.9630387186724044e-07
Mongolia,cattle_meat,114682.0,0.0008509792966018897,0.10728164792782474,0.004534021898919161,0.02890476074846846,Cattle,Meat,6.506833636193064,17624.855100352113,3.524971020070422e-05,0.0001409988408028169
Montenegro,cattle_meat,3755.0,1.523866296881416e-05,0.0011008976940507732,7.108717031033209e-05,0.0009464203328377518,Cattle,Meat,6.506833636193064,577.0856010692365,1.154171202138473e-06,4.616684808553892e-06
Morocco,cattle_meat,283002.0,0.000646834322065968,0.17721831787435582,0.01809856163271737,0.07132858775865498,Cattle,Meat,6.506833636193064,43493.043748014934,8.698608749602987e-05,0.00034794434998411947
Mozambique,cattle_meat,14481.0,1.3217661661917475e-05,0.018499795865571014,0.000910760262094012,0.0036498303168637776,Cattle,Meat,6.506833636193064,2225.5064152020277,4.4510128304040555e-06,1.7804051321616222e-05
Myanmar,cattle_meat,435381.0,0.0032306745359675223,0.4072861578666596,0.01721304989774615,0.1097346021121793,Cattle,Meat,6.506833636193064,66911.34649244348,0.00013382269298488697,0.0005352907719395479
Namibia,cattle_meat,31055.0,2.8345727706018034e-05,0.03967344524586064,0.00195315654577236,0.007827186001671474,Cattle,Meat,6.506833636193064,4772.674658110556,9.545349316221112e-06,3.818139726488445e-05
Nepal,cattle_meat,49447.0,0.0005220519149555807,0.07938538577025996,0.002683167839849185,0.012462755312337767,Cattle,Meat,6.506833636193064,7599.241468993485,1.519848293798697e-05,6.079393175194788e-05
Netherlands,cattle_meat,424300.0,0.0017219080419887745,0.12439704170059736,0.008032566275013024,0.10694171697018857,Cattle,Meat,6.506833636193064,65208.36765211106,0.0001304167353042221,0.0005216669412168884
New Caledonia,cattle_meat,3214.0,1.072307039655603e-05,0.0015944298382146757,0.00010816423747626716,0.0008100652329535378,Cattle,Meat,6.506833636193064,493.94224283263014,9.878844856652601e-07,3.951537942661041e-06
New Zealand,cattle_meat,683923.0,0.002281815331307962,0.33928663293133027,0.02301680453873088,0.17237779848079726,Cattle,Meat,6.506833636193064,105108.41958457402,0.00021021683916914804,0.0008408673566765921
Nicaragua,cattle_meat,134612.0,0.002949546625889256,0.12017608826064806,0.005059740114020231,0.033927971729415564,Cattle,Meat,6.506833636193064,20687.78879657312,4.137557759314624e-05,0.00016550231037258496
Niger,cattle_meat,57460.0,5.244712651707604e-05,0.07340641326121886,0.003613858480762512,0.014482373455354787,Cattle,Meat,6.506833636193064,8830.716015296492,1.766143203059298e-05,7.064572812237192e-05
Nigeria,cattle_meat,329616.0,0.00030085993828841864,0.42109168662565116,0.02073069225539534,0.08307730610616469,Cattle,Meat,6.506833636193064,50656.896799477356,0.00010131379359895471,0.00040525517439581884
Niue,cattle_meat,2.0,6.672725822374629e-09,9.921778706998603e-07,6.730817515635791e-08,5.040853969841554e-07,Cattle,Meat,6.506833636193064,0.30736916168800876,6.147383233760176e-10,2.4589532935040703e-09
North Macedonia,cattle_meat,4083.0,1.656976322281444e-05,0.0011970613275124654,7.729664883544232e-05,0.0010290903379431534,Cattle,Meat,6.506833636193064,627.49414358607,1.2549882871721398e-06,5.019953148688559e-06
Norway,cattle_meat,87008.0,0.00035309869176846406,0.025509162866569825,0.00164717776680729,0.021929731110398698,Cattle,Meat,6.506833636193064,13371.788010075134,2.6743576020150267e-05,0.00010697430408060107
Oman,cattle_meat,15033.0,3.435968778884141e-05,0.009413795565420706,0.000961391357745317,0.0037889578864314043,Cattle,Meat,6.506833636193064,2310.340303827918,4.6206806076558366e-06,1.8482722430623346e-05
Pakistan,cattle_meat,1136000.0,0.01199366949237648,1.8238072731412487,0.061643348758644086,0.2863205054870003,Cattle,Meat,6.506833636193064,174585.683838789,0.000349171367677578,0.001396685470710312
Palestine,cattle_meat,12810.0,2.9278760099451767e-05,0.008021733598951588,0.0008192259224850337,0.0032286669676835156,Cattle,Meat,6.506833636193064,1968.6994806116963,3.937398961223393e-06,1.574959584489357e-05
Panama,cattle_meat,67393.0,0.0014766796107223328,0.06016571417221239,0.002533140176983964,0.016985913579476593,Cattle,Meat,6.506833636193064,10357.264956819989,2.071452991363998e-05,8.285811965455991e-05
